seed,condition,facts,item,depth,stem,correct,wrong,margin
4,cold,A,6,0.5455,The border checkpoint ledger opens at entry code,KW57,PR14,-1.728135585784912
4,cold,A,7,0.6364,The quartermaster's tally sheet uses form number,CV53,HP66,0.22709083557128906
4,cold,A,8,0.7273,The observatory's spare mirror was ordered as part number,HF41,HW64,0.9666543006896973
4,cold,A,9,0.8182,The auxiliary generator was tagged asset number,RJ21,GR34,-1.7280216217041016
4,cold,A,10,0.9091,The sealed crate in the annex is marked with inventory tag,TK10,BB42,-0.5843195915222168
4,cold,A,11,1.0,The northern relay station operates under callsign,SG62,GH63,0.470217227935791
4,cold,B,0,0.0,The radio operator's logbook continues in volume,PV46,JE51,18.589975720271468
4,cold,B,1,0.0909,The glacier survey stake is recorded as marker,PQ30,BL82,18.47163266246207
4,cold,B,2,0.1818,The archive microfilm reel is filed under shelf mark,HK43,DU61,19.47994730807841
4,cold,B,3,0.2727,The harbour pilot's licence shows registration code,BC15,WW15,15.532442899886519
4,cold,B,4,0.3636,The ice core drilling rig was delivered as unit,ST92,RN21,18.564441305585206
4,cold,B,5,0.4545,The winter quarters roof panel came from batch,EX35,PG83,18.91712159384042
4,cold,B,6,0.5455,The seismograph at Ridge Camp reports as instrument,CP35,FL47,17.9610872650519
4,cold,B,7,0.6364,The lighthouse relief roster follows schedule,WW66,XR92,22.39863311208319
4,cold,B,8,0.7273,Feld's field notebook carries catalogue reference,LW81,LP77,13.729887842433527
4,cold,B,9,0.8182,The eastern pumping station runs on circuit label,GL22,GW97,15.702189025236294
4,cold,B,10,0.9091,Ansel's transit permit was issued as document number,BY39,JL60,21.846962102106772
4,cold,B,11,1.0,The expedition's spare sledge carries equipment tag,HD52,RC45,15.6580581497401
4,warm,A,0,0.0,The survey team's theodolite bears serial number,HK23,DB17,0.044579505920410156
4,warm,A,1,0.0909,The freight siding at Kelder appears on the plan as track,EC18,VB79,1.711184024810791
4,warm,A,2,0.1818,The meteorological buoy broadcasts on transponder code,AN80,LB25,-1.6632843017578125
4,warm,A,3,0.2727,The customs declaration quotes reference code,KB38,SK62,-0.0606083869934082
4,warm,A,4,0.3636,The hydrographic chart set reached edition,ST56,WG71,2.531125068664551
4,warm,A,5,0.4545,The coastal watchtower is designated post,GF49,GH66,0.22027873992919922
4,warm,A,6,0.5455,The border checkpoint ledger opens at entry code,KW57,PR14,-0.9617142677307129
4,warm,A,7,0.6364,The quartermaster's tally sheet uses form number,CV53,HP66,0.30887889862060547
4,warm,A,8,0.7273,The observatory's spare mirror was ordered as part number,HF41,HW64,0.8582477569580078
4,warm,A,9,0.8182,The auxiliary generator was tagged asset number,RJ21,GR34,-0.7710747718811035
4,warm,A,10,0.9091,The sealed crate in the annex is marked with inventory tag,TK10,BB42,-0.35733652114868164
4,warm,A,11,1.0,The northern relay station operates under callsign,SG62,GH63,-0.16139793395996094
4,warm,B,0,0.0,The radio operator's logbook continues in volume,PV46,JE51,14.897715091705322
4,warm,B,1,0.0909,The glacier survey stake is recorded as marker,PQ30,BL82,15.378610749263316
4,warm,B,2,0.1818,The archive microfilm reel is filed under shelf mark,HK43,DU61,18.285478005185723
4,warm,B,3,0.2727,The harbour pilot's licence shows registration code,BC15,WW15,15.141460582613945
4,warm,B,4,0.3636,The ice core drilling rig was delivered as unit,ST92,RN21,17.411574234021828
4,warm,B,5,0.4545,The winter quarters roof panel came from batch,EX35,PG83,16.652589307865128
4,warm,B,6,0.5455,The seismograph at Ridge Camp reports as instrument,CP35,FL47,17.370873279403895
4,warm,B,7,0.6364,The lighthouse relief roster follows schedule,WW66,XR92,18.310038493364118
4,warm,B,8,0.7273,Feld's field notebook carries catalogue reference,LW81,LP77,12.69302552845329
4,warm,B,9,0.8182,The eastern pumping station runs on circuit label,GL22,GW97,15.89458099170588
4,warm,B,10,0.9091,Ansel's transit permit was issued as document number,BY39,JL60,18.59156114794314
4,warm,B,11,1.0,The expedition's spare sledge carries equipment tag,HD52,RC45,16.355687925592065
4,mismatched,A,0,0.0,The survey team's theodolite bears serial number,HK23,DB17,0.8859128952026367
4,mismatched,A,1,0.0909,The freight siding at Kelder appears on the plan as track,EC18,VB79,1.7507176399230957
4,mismatched,A,2,0.1818,The meteorological buoy broadcasts on transponder code,AN80,LB25,-1.1213469505310059
4,mismatched,A,3,0.2727,The customs declaration quotes reference code,KB38,SK62,-0.7581315040588379
4,mismatched,A,4,0.3636,The hydrographic chart set reached edition,ST56,WG71,3.9283852577209473
4,mismatched,A,5,0.4545,The coastal watchtower is designated post,GF49,GH66,-1.2614731788635254
4,mismatched,A,6,0.5455,The border checkpoint ledger opens at entry code,KW57,PR14,-1.0665135383605957
4,mismatched,A,7,0.6364,The quartermaster's tally sheet uses form number,CV53,HP66,-0.11568641662597656
4,mismatched,A,8,0.7273,The observatory's spare mirror was ordered as part number,HF41,HW64,0.9340066909790039
4,mismatched,A,9,0.8182,The auxiliary generator was tagged asset number,RJ21,GR34,-1.19325590133667
4,mismatched,A,10,0.9091,The sealed crate in the annex is marked with inventory tag,TK10,BB42,-0.2803611755371094
4,mismatched,A,11,1.0,The northern relay station operates under callsign,SG62,GH63,-0.38550519943237305
4,mismatched,B,0,0.0,The radio operator's logbook continues in volume,PV46,JE51,15.83794554695487
4,mismatched,B,1,0.0909,The glacier survey stake is recorded as marker,PQ30,BL82,14.754831038182601
4,mismatched,B,2,0.1818,The archive microfilm reel is filed under shelf mark,HK43,DU61,17.916740843094885
4,mismatched,B,3,0.2727,The harbour pilot's licence shows registration code,BC15,WW15,11.999111216515303
4,mismatched,B,4,0.3636,The ice core drilling rig was delivered as unit,ST92,RN21,18.988064084667712
4,mismatched,B,5,0.4545,The winter quarters roof panel came from batch,EX35,PG83,16.61633374565281
4,mismatched,B,6,0.5455,The seismograph at Ridge Camp reports as instrument,CP35,FL47,17.456994686741382
4,mismatched,B,7,0.6364,The lighthouse relief roster follows schedule,WW66,XR92,19.750867925584316
4,mismatched,B,8,0.7273,Feld's field notebook carries catalogue reference,LW81,LP77,13.254950304049999
4,mismatched,B,9,0.8182,The eastern pumping station runs on circuit label,GL22,GW97,16.150693100877106
4,mismatched,B,10,0.9091,Ansel's transit permit was issued as document number,BY39,JL60,20.469102970557287
4,mismatched,B,11,1.0,The expedition's spare sledge carries equipment tag,HD52,RC45,16.73889209004119
5,cold,A,0,0.0,The coastal watchtower is designated post,SA69,VT61,0.19987726211547852
5,cold,A,1,0.0909,The cartography office safe opens with combination,HW16,BH86,-1.9576711654663086
5,cold,A,2,0.1818,The quartermaster's tally sheet uses form number,FD57,MJ68,-0.4401726722717285
5,cold,A,3,0.2727,The auxiliary generator was tagged asset number,RH58,WP28,0.3021669387817383
5,cold,A,4,0.3636,The winter quarters roof panel came from batch,TD83,BW14,-0.10733652114868164
5,cold,A,5,0.4545,The seismograph at Ridge Camp reports as instrument,HA37,RL36,-1.7298698425292969
5,cold,A,6,0.5455,The eastern pumping station runs on circuit label,PJ33,EZ82,0.896547794342041
5,cold,A,7,0.6364,The salvage tender was registered with hull number,NF19,EW62,0.3699612617492676
5,cold,A,8,0.7273,The radio operator's logbook continues in volume,EV89,DF65,-0.9001452922821045
5,cold,A,9,0.8182,The reserve fuel depot is listed at site code,QE26,ME17,-0.888155460357666
5,cold,A,10,0.9091,The telegraph repeater hut answers to station code,AA36,PK28,-0.23155975341796875
5,cold,A,11,1.0,The observatory's spare mirror was ordered as part number,GF31,SQ72,0.03421902656555176
5,cold,B,0,0.0,The mail packet from Vlissen came in pouch number,KL35,RJ47,17.339752038009465
5,cold,B,1,0.0909,The expedition's spare sledge carries equipment tag,TX90,RN28,19.59662046143785
5,cold,B,2,0.1818,The customs declaration quotes reference code,GF98,DN78,18.088915456959512
5,cold,B,3,0.2727,The archive microfilm reel is filed under shelf mark,GN48,FW73,19.320029651978984
5,cold,B,4,0.3636,The harbour pilot's licence shows registration code,AM63,LF21,15.931246218970045
5,cold,B,5,0.4545,The sealed crate in the annex is marked with inventory tag,FE43,RJ75,17.731266817543656
5,cold,B,6,0.5455,Ansel's transit permit was issued as document number,CL48,TS56,17.008498603128828
5,cold,B,7,0.6364,The medical supply locker was closed with seal number,CK55,CM98,12.781604717485607
5,cold,B,8,0.7273,The glacier survey stake is recorded as marker,KR99,UX14,20.656335466890596
5,cold,B,9,0.8182,The border checkpoint ledger opens at entry code,LF71,KM81,16.871135322842747
5,cold,B,10,0.9091,The survey team's theodolite bears serial number,AT63,RJ98,18.113989161676727
5,cold,B,11,1.0,The signal lamp housing takes fitting code,MN84,WF84,19.767963744932786
5,warm,A,0,0.0,The coastal watchtower is designated post,SA69,VT61,0.07326841354370117
5,warm,A,1,0.0909,The cartography office safe opens with combination,HW16,BH86,-2.2103962898254395
5,warm,A,2,0.1818,The quartermaster's tally sheet uses form number,FD57,MJ68,-0.7253074645996094
5,warm,A,3,0.2727,The auxiliary generator was tagged asset number,RH58,WP28,0.6612305641174316
5,warm,A,4,0.3636,The winter quarters roof panel came from batch,TD83,BW14,0.8809690475463867
5,warm,A,5,0.4545,The seismograph at Ridge Camp reports as instrument,HA37,RL36,-0.06336212158203125
5,warm,A,6,0.5455,The eastern pumping station runs on circuit label,PJ33,EZ82,0.6718707084655762
5,warm,A,7,0.6364,The salvage tender was registered with hull number,NF19,EW62,-0.08493185043334961
5,warm,A,8,0.7273,The radio operator's logbook continues in volume,EV89,DF65,-1.0974178314208984
5,warm,A,9,0.8182,The reserve fuel depot is listed at site code,QE26,ME17,-0.6391587257385254
5,warm,A,10,0.9091,The telegraph repeater hut answers to station code,AA36,PK28,0.3536233901977539
5,warm,A,11,1.0,The observatory's spare mirror was ordered as part number,GF31,SQ72,-0.2103557586669922
5,warm,B,0,0.0,The mail packet from Vlissen came in pouch number,KL35,RJ47,17.11833208729513
5,warm,B,1,0.0909,The expedition's spare sledge carries equipment tag,TX90,RN28,19.80792410543654
5,warm,B,2,0.1818,The customs declaration quotes reference code,GF98,DN78,16.852193035767414
5,warm,B,3,0.2727,The archive microfilm reel is filed under shelf mark,GN48,FW73,16.64490954624489
5,warm,B,4,0.3636,The harbour pilot's licence shows registration code,AM63,LF21,15.918219102779403
5,warm,B,5,0.4545,The sealed crate in the annex is marked with inventory tag,FE43,RJ75,17.221537894394714
5,warm,B,6,0.5455,Ansel's transit permit was issued as document number,CL48,TS56,17.338524498976767
5,warm,B,7,0.6364,The medical supply locker was closed with seal number,CK55,CM98,14.759097778063733
5,warm,B,8,0.7273,The glacier survey stake is recorded as marker,KR99,UX14,20.688431581074838
5,warm,B,9,0.8182,The border checkpoint ledger opens at entry code,LF71,KM81,15.210459423367865
5,warm,B,10,0.9091,The survey team's theodolite bears serial number,AT63,RJ98,17.217693835205864
5,warm,B,11,1.0,The signal lamp housing takes fitting code,MN84,WF84,20.27037135642604
5,mismatched,A,0,0.0,The coastal watchtower is designated post,SA69,VT61,-1.2558355331420898
5,mismatched,A,1,0.0909,The cartography office safe opens with combination,HW16,BH86,-2.8787832260131836
5,mismatched,A,2,0.1818,The quartermaster's tally sheet uses form number,FD57,MJ68,-0.9067330360412598
5,mismatched,A,3,0.2727,The auxiliary generator was tagged asset number,RH58,WP28,0.7167558670043945
5,mismatched,A,4,0.3636,The winter quarters roof panel came from batch,TD83,BW14,1.1903376579284668
5,mismatched,A,5,0.4545,The seismograph at Ridge Camp reports as instrument,HA37,RL36,-1.5185141563415527
5,mismatched,A,6,0.5455,The eastern pumping station runs on circuit label,PJ33,EZ82,0.09251785278320312
5,mismatched,A,7,0.6364,The salvage tender was registered with hull number,NF19,EW62,-1.394690990447998
5,mismatched,A,8,0.7273,The radio operator's logbook continues in volume,EV89,DF65,-0.6216864585876465
5,mismatched,A,9,0.8182,The reserve fuel depot is listed at site code,QE26,ME17,-0.6490597724914551
5,mismatched,A,10,0.9091,The telegraph repeater hut answers to station code,AA36,PK28,-0.1537160873413086
5,mismatched,A,11,1.0,The observatory's spare mirror was ordered as part number,GF31,SQ72,-0.6030364036560059
5,mismatched,B,0,0.0,The mail packet from Vlissen came in pouch number,KL35,RJ47,17.35205954965204
5,mismatched,B,1,0.0909,The expedition's spare sledge carries equipment tag,TX90,RN28,18.831262066494673
5,mismatched,B,2,0.1818,The customs declaration quotes reference code,GF98,DN78,15.090391913894564
5,mismatched,B,3,0.2727,The archive microfilm reel is filed under shelf mark,GN48,FW73,14.20172884920612
5,mismatched,B,4,0.3636,The harbour pilot's licence shows registration code,AM63,LF21,14.594887365587056
5,mismatched,B,5,0.4545,The sealed crate in the annex is marked with inventory tag,FE43,RJ75,16.432590790092945
5,mismatched,B,6,0.5455,Ansel's transit permit was issued as document number,CL48,TS56,16.103049553465098
5,mismatched,B,7,0.6364,The medical supply locker was closed with seal number,CK55,CM98,13.597292695543729
5,mismatched,B,8,0.7273,The glacier survey stake is recorded as marker,KR99,UX14,19.77110857446678
5,mismatched,B,9,0.8182,The border checkpoint ledger opens at entry code,LF71,KM81,13.280241259373724
5,mismatched,B,10,0.9091,The survey team's theodolite bears serial number,AT63,RJ98,14.463598761241883
5,mismatched,B,11,1.0,The signal lamp housing takes fitting code,MN84,WF84,17.961844972218387
6,cold,A,0,0.0,The radio operator's logbook continues in volume,UC72,CS64,0.23833346366882324
6,cold,A,1,0.0909,The winter supply manifest lists lot number,JB10,RK62,-0.539304256439209
6,cold,A,2,0.1818,The assay laboratory furnace is a model,EX85,CG97,-0.7131309509277344
6,cold,A,3,0.2727,The expedition's spare sledge carries equipment tag,RZ57,ZF12,-1.3013458251953125
6,cold,A,4,0.3636,The meteorological buoy broadcasts on transponder code,LA44,AT25,0.8225359916687012
6,cold,A,5,0.4545,The signal lamp housing takes fitting code,RG62,JP63,0.8888740539550781
6,cold,A,6,0.5455,The botanical specimen case holds accession number,TT97,VR44,-0.9891300201416016
6,cold,A,7,0.6364,Ansel's transit permit was issued as document number,DG82,VR94,2.4184789657592773
6,cold,A,8,0.7273,The mail packet from Vlissen came in pouch number,TY43,RR28,0.2216043472290039
6,cold,A,9,0.8182,The lighthouse relief roster follows schedule,XV97,KW69,-0.6923055648803711
6,cold,A,10,0.9091,The harbour pilot's licence shows registration code,CP52,LM94,-0.25987768173217773
6,cold,A,11,1.0,The hydrographic chart set reached edition,CM62,LW60,1.5363306999206543
6,cold,B,0,0.0,The border checkpoint ledger opens at entry code,DG99,RZ30,18.958130512968637
6,cold,B,1,0.0909,The glacier survey stake is recorded as marker,WK22,KT10,17.55238637793809
6,cold,B,2,0.1818,The diesel storage tank is stencilled vessel number,BU35,FA88,15.945700278505683
6,cold,B,3,0.2727,The coastal watchtower is designated post,WM72,UD97,19.820442984171677
6,cold,B,4,0.3636,The eastern pumping station runs on circuit label,GS83,GE44,16.000054020551033
6,cold,B,5,0.4545,The medical supply locker was closed with seal number,AW56,VA64,15.285045243799686
6,cold,B,6,0.5455,The archive microfilm reel is filed under shelf mark,HV65,SR19,17.83374224533327
6,cold,B,7,0.6364,The reserve fuel depot is listed at site code,KM85,RH22,18.130743932910264
6,cold,B,8,0.7273,The customs declaration quotes reference code,DC74,MM28,17.51080087199807
6,cold,B,9,0.8182,The sealed crate in the annex is marked with inventory tag,XS35,VL28,17.680454495595768
6,cold,B,10,0.9091,The freight siding at Kelder appears on the plan as track,DV94,BW95,17.226802491932176
6,cold,B,11,1.0,The seismograph at Ridge Camp reports as instrument,JK35,BW71,19.942087018862367
6,warm,A,0,0.0,The radio operator's logbook continues in volume,UC72,CS64,0.8857583999633789
6,warm,A,1,0.0909,The winter supply manifest lists lot number,JB10,RK62,-0.24280881881713867
6,warm,A,2,0.1818,The assay laboratory furnace is a model,EX85,CG97,-0.03747272491455078
6,warm,A,3,0.2727,The expedition's spare sledge carries equipment tag,RZ57,ZF12,-0.4465618133544922
6,warm,A,4,0.3636,The meteorological buoy broadcasts on transponder code,LA44,AT25,0.6866722106933594
6,warm,A,5,0.4545,The signal lamp housing takes fitting code,RG62,JP63,-0.005426883697509766
6,warm,A,6,0.5455,The botanical specimen case holds accession number,TT97,VR44,-1.3511333465576172
6,warm,A,7,0.6364,Ansel's transit permit was issued as document number,DG82,VR94,2.168104648590088
6,warm,A,8,0.7273,The mail packet from Vlissen came in pouch number,TY43,RR28,0.537895679473877
6,warm,A,9,0.8182,The lighthouse relief roster follows schedule,XV97,KW69,-0.35190677642822266
6,warm,A,10,0.9091,The harbour pilot's licence shows registration code,CP52,LM94,-0.07673454284667969
6,warm,A,11,1.0,The hydrographic chart set reached edition,CM62,LW60,2.43896484375
6,warm,B,0,0.0,The border checkpoint ledger opens at entry code,DG99,RZ30,14.667348426766694
6,warm,B,1,0.0909,The glacier survey stake is recorded as marker,WK22,KT10,15.550090931355953
6,warm,B,2,0.1818,The diesel storage tank is stencilled vessel number,BU35,FA88,16.75707594770938
6,warm,B,3,0.2727,The coastal watchtower is designated post,WM72,UD97,18.59209101740271
6,warm,B,4,0.3636,The eastern pumping station runs on circuit label,GS83,GE44,15.050015790387988
6,warm,B,5,0.4545,The medical supply locker was closed with seal number,AW56,VA64,16.281489095301367
6,warm,B,6,0.5455,The archive microfilm reel is filed under shelf mark,HV65,SR19,17.850688569247723
6,warm,B,7,0.6364,The reserve fuel depot is listed at site code,KM85,RH22,16.444647504249588
6,warm,B,8,0.7273,The customs declaration quotes reference code,DC74,MM28,18.658648204465862
6,warm,B,9,0.8182,The sealed crate in the annex is marked with inventory tag,XS35,VL28,15.867771232733503
6,warm,B,10,0.9091,The freight siding at Kelder appears on the plan as track,DV94,BW95,17.128543991828337
6,warm,B,11,1.0,The seismograph at Ridge Camp reports as instrument,JK35,BW71,19.576556098181754
6,mismatched,A,0,0.0,The radio operator's logbook continues in volume,UC72,CS64,3.647804260253906e-05
6,mismatched,A,1,0.0909,The winter supply manifest lists lot number,JB10,RK62,0.02070760726928711
6,mismatched,A,2,0.1818,The assay laboratory furnace is a model,EX85,CG97,1.022109031677246
6,mismatched,A,3,0.2727,The expedition's spare sledge carries equipment tag,RZ57,ZF12,-0.9088163375854492
6,mismatched,A,4,0.3636,The meteorological buoy broadcasts on transponder code,LA44,AT25,0.5633201599121094
6,mismatched,A,5,0.4545,The signal lamp housing takes fitting code,RG62,JP63,0.15855121612548828
6,mismatched,A,6,0.5455,The botanical specimen case holds accession number,TT97,VR44,-1.9447970390319824
6,mismatched,A,7,0.6364,Ansel's transit permit was issued as document number,DG82,VR94,2.366543769836426
6,mismatched,A,8,0.7273,The mail packet from Vlissen came in pouch number,TY43,RR28,0.309783935546875
6,mismatched,A,9,0.8182,The lighthouse relief roster follows schedule,XV97,KW69,-0.6838922500610352
6,mismatched,A,10,0.9091,The harbour pilot's licence shows registration code,CP52,LM94,-0.1492600440979004
6,mismatched,A,11,1.0,The hydrographic chart set reached edition,CM62,LW60,1.7166461944580078
6,mismatched,B,0,0.0,The border checkpoint ledger opens at entry code,DG99,RZ30,15.961296102963388
6,mismatched,B,1,0.0909,The glacier survey stake is recorded as marker,WK22,KT10,15.261412321589887
6,mismatched,B,2,0.1818,The diesel storage tank is stencilled vessel number,BU35,FA88,17.62227695249021
6,mismatched,B,3,0.2727,The coastal watchtower is designated post,WM72,UD97,19.699383254977874
6,mismatched,B,4,0.3636,The eastern pumping station runs on circuit label,GS83,GE44,15.159651607624255
6,mismatched,B,5,0.4545,The medical supply locker was closed with seal number,AW56,VA64,16.484619536437094
6,mismatched,B,6,0.5455,The archive microfilm reel is filed under shelf mark,HV65,SR19,19.472475216025487
6,mismatched,B,7,0.6364,The reserve fuel depot is listed at site code,KM85,RH22,17.115684576216154
6,mismatched,B,8,0.7273,The customs declaration quotes reference code,DC74,MM28,18.350016404525377
6,mismatched,B,9,0.8182,The sealed crate in the annex is marked with inventory tag,XS35,VL28,16.35142381861806
6,mismatched,B,10,0.9091,The freight siding at Kelder appears on the plan as track,DV94,BW95,16.777178549789824
6,mismatched,B,11,1.0,The seismograph at Ridge Camp reports as instrument,JK35,BW71,19.95265976525843
7,cold,A,0,0.0,The seismograph at Ridge Camp reports as instrument,LE60,DR17,-0.7633228302001953
7,cold,A,1,0.0909,The winter supply manifest lists lot number,WB19,GK26,1.020418643951416
7,cold,A,2,0.1818,The border checkpoint ledger opens at entry code,TD56,NR20,0.7809019088745117
7,cold,A,3,0.2727,The lighthouse relief roster follows schedule,UB74,TJ27,-0.7351474761962891
7,cold,A,4,0.3636,Ansel's transit permit was issued as document number,GB21,PT45,-1.3879401683807373
7,cold,A,5,0.4545,The survey team's theodolite bears serial number,PP18,EC32,-0.17591190338134766
7,cold,A,6,0.5455,The glacier survey stake is recorded as marker,HC80,EH94,-0.4396982192993164
7,cold,A,7,0.6364,The sealed crate in the annex is marked with inventory tag,PB82,HA72,0.4002957344055176
7,cold,A,8,0.7273,The quartermaster's tally sheet uses form number,DH90,UF43,-0.9105138778686523
7,cold,A,9,0.8182,The telegraph repeater hut answers to station code,BH15,PT57,-1.0767159461975098
7,cold,A,10,0.9091,The mail packet from Vlissen came in pouch number,TE47,VW96,1.1632041931152344
7,cold,A,11,1.0,The freight siding at Kelder appears on the plan as track,PE79,XT60,0.7870264053344727
7,cold,B,0,0.0,The shipment of core samples travelled under consignment code,DU49,NN60,18.97600458213128
7,cold,B,1,0.0909,The coastal watchtower is designated post,TX33,DR91,16.833042032259982
7,cold,B,2,0.1818,The salvage tender was registered with hull number,DU83,NB34,16.384013560367748
7,cold,B,3,0.2727,The diesel storage tank is stencilled vessel number,WG57,CG66,14.254347964655608
7,cold,B,4,0.3636,The archive microfilm reel is filed under shelf mark,DT18,FD53,16.085272458847612
7,cold,B,5,0.4545,The botanical specimen case holds accession number,UB89,VB23,12.820351923117414
7,cold,B,6,0.5455,The radio operator's logbook continues in volume,GR97,AU29,17.830106978537515
7,cold,B,7,0.6364,The ice core drilling rig was delivered as unit,TP50,VA19,19.32494640047662
7,cold,B,8,0.7273,The customs declaration quotes reference code,QU68,GV58,16.92134075134527
7,cold,B,9,0.8182,The signal lamp housing takes fitting code,MK41,EW42,19.60636845906265
7,cold,B,10,0.9091,The eastern pumping station runs on circuit label,FY41,MV56,17.696867246355396
7,cold,B,11,1.0,The winter quarters roof panel came from batch,CU48,RD24,14.723218166269362
7,warm,A,0,0.0,The seismograph at Ridge Camp reports as instrument,LE60,DR17,-0.5969052314758301
7,warm,A,1,0.0909,The winter supply manifest lists lot number,WB19,GK26,0.6266837120056152
7,warm,A,2,0.1818,The border checkpoint ledger opens at entry code,TD56,NR20,0.957880973815918
7,warm,A,3,0.2727,The lighthouse relief roster follows schedule,UB74,TJ27,-2.174384117126465
7,warm,A,4,0.3636,Ansel's transit permit was issued as document number,GB21,PT45,-0.7407746315002441
7,warm,A,5,0.4545,The survey team's theodolite bears serial number,PP18,EC32,0.42908430099487305
7,warm,A,6,0.5455,The glacier survey stake is recorded as marker,HC80,EH94,0.2050919532775879
7,warm,A,7,0.6364,The sealed crate in the annex is marked with inventory tag,PB82,HA72,0.9722433090209961
7,warm,A,8,0.7273,The quartermaster's tally sheet uses form number,DH90,UF43,0.0016360282897949219
7,warm,A,9,0.8182,The telegraph repeater hut answers to station code,BH15,PT57,-1.3888130187988281
7,warm,A,10,0.9091,The mail packet from Vlissen came in pouch number,TE47,VW96,2.3190693855285645
7,warm,A,11,1.0,The freight siding at Kelder appears on the plan as track,PE79,XT60,1.8258285522460938
7,warm,B,0,0.0,The shipment of core samples travelled under consignment code,DU49,NN60,16.94807661511004
7,warm,B,1,0.0909,The coastal watchtower is designated post,TX33,DR91,16.87457947432995
7,warm,B,2,0.1818,The salvage tender was registered with hull number,DU83,NB34,17.049829145893455
7,warm,B,3,0.2727,The diesel storage tank is stencilled vessel number,WG57,CG66,15.16699142800644
7,warm,B,4,0.3636,The archive microfilm reel is filed under shelf mark,DT18,FD53,16.15279185026884
7,warm,B,5,0.4545,The botanical specimen case holds accession number,UB89,VB23,12.149361120769754
7,warm,B,6,0.5455,The radio operator's logbook continues in volume,GR97,AU29,16.947452019900084
7,warm,B,7,0.6364,The ice core drilling rig was delivered as unit,TP50,VA19,20.531349922763184
7,warm,B,8,0.7273,The customs declaration quotes reference code,QU68,GV58,16.410224876133725
7,warm,B,9,0.8182,The signal lamp housing takes fitting code,MK41,EW42,20.141332559636794
7,warm,B,10,0.9091,The eastern pumping station runs on circuit label,FY41,MV56,19.35016953648301
7,warm,B,11,1.0,The winter quarters roof panel came from batch,CU48,RD24,15.438547333702445
7,mismatched,A,0,0.0,The seismograph at Ridge Camp reports as instrument,LE60,DR17,-0.15825700759887695
7,mismatched,A,1,0.0909,The winter supply manifest lists lot number,WB19,GK26,1.0369844436645508
7,mismatched,A,2,0.1818,The border checkpoint ledger opens at entry code,TD56,NR20,0.6618523597717285
7,mismatched,A,3,0.2727,The lighthouse relief roster follows schedule,UB74,TJ27,-0.566777229309082
7,mismatched,A,4,0.3636,Ansel's transit permit was issued as document number,GB21,PT45,-0.8279452323913574
7,mismatched,A,5,0.4545,The survey team's theodolite bears serial number,PP18,EC32,-0.24349641799926758
7,mismatched,A,6,0.5455,The glacier survey stake is recorded as marker,HC80,EH94,-0.2837352752685547
7,mismatched,A,7,0.6364,The sealed crate in the annex is marked with inventory tag,PB82,HA72,0.5090165138244629
7,mismatched,A,8,0.7273,The quartermaster's tally sheet uses form number,DH90,UF43,-0.7780275344848633
7,mismatched,A,9,0.8182,The telegraph repeater hut answers to station code,BH15,PT57,-0.9001603126525879
7,mismatched,A,10,0.9091,The mail packet from Vlissen came in pouch number,TE47,VW96,0.7522087097167969
7,mismatched,A,11,1.0,The freight siding at Kelder appears on the plan as track,PE79,XT60,0.5694580078125
7,mismatched,B,0,0.0,The shipment of core samples travelled under consignment code,DU49,NN60,18.815267944009975
7,mismatched,B,1,0.0909,The coastal watchtower is designated post,TX33,DR91,17.471825435757637
7,mismatched,B,2,0.1818,The salvage tender was registered with hull number,DU83,NB34,15.976729517802596
7,mismatched,B,3,0.2727,The diesel storage tank is stencilled vessel number,WG57,CG66,13.968139403965324
7,mismatched,B,4,0.3636,The archive microfilm reel is filed under shelf mark,DT18,FD53,16.209909931290895
7,mismatched,B,5,0.4545,The botanical specimen case holds accession number,UB89,VB23,12.058270917390473
7,mismatched,B,6,0.5455,The radio operator's logbook continues in volume,GR97,AU29,17.07128773117438
7,mismatched,B,7,0.6364,The ice core drilling rig was delivered as unit,TP50,VA19,18.548223119811155
7,mismatched,B,8,0.7273,The customs declaration quotes reference code,QU68,GV58,17.98057837074157
7,mismatched,B,9,0.8182,The signal lamp housing takes fitting code,MK41,EW42,17.63251958275214
7,mismatched,B,10,0.9091,The eastern pumping station runs on circuit label,FY41,MV56,17.324452350847423
7,mismatched,B,11,1.0,The winter quarters roof panel came from batch,CU48,RD24,14.533814972965047
